trade_id,timestamp,trader_id,desk,instrument,quantity,price,notional,counterparty,venue,status,anomaly_type,is_flagged
TRD-TQXO-98708512,2026-05-02 15:15:09,T021,Credit,HDFC_BOND,174,999.0263,173830.58,CP_001,NSE,Settled,,False
TRD-VLMG-11348730,2026-05-03 09:44:07,T014,FX,USD/INR,494,82.8172,40911.7,CP_015,,Settled,missing_field,True
TRD-PKXX-54221077,2026-05-03 10:23:14,T001,Equities,HDFCBANK,971,1422.139,1380896.97,CP_011,NSE,Settled,,False
TRD-AHZD-92962923,2026-05-03 10:49:25,T028,Rates,IN91D,1101,100.1362,110249.96,CP_017,NSE,Settled,,False
TRD-VXQP-56956986,2026-05-03 12:07:01,T024,Rates,IN91D,517,100.0496,51725.64,CP_006,NDS-OM,Settled,,False
TRD-VMMD-37080776,2026-05-03 13:49:16,T023,Commodities,MCX_GOLD,185,63679.0724,11780628.39,CP_015,BSE,Cancelled,,False
TRD-QMUR-74619283,2026-05-03 15:12:41,T029,Credit,SBI_BOND,482,1011.382,487486.12,CP_017,BSE,Settled,,False
TRD-MCYL-90766822,2026-05-03 15:28:56,T008,FX,EUR/INR,450,92.3642,41563.89,CP_014,MCX,Settled,,False
TRD-HMCM-54656846,2026-05-03 16:26:56,T018,Equities,INFY,191,1606.5207,306845.45,CP_016,NSE,Settled,,False
TRD-MDIX-71503399,2026-05-03 16:48:04,T019,Rates,IN91D,854,100.1448,85523.66,CP_005,OTC,Settled,,False
TRD-ERSC-70006464,2026-05-04 09:22:34,T014,Rates,IN10Y,499,99.8643,49832.29,CP_012,NSE,Settled,,False
TRD-ALWH-87689969,2026-05-04 10:31:54,T014,FX,EUR/INR,187,91.6166,17132.3,CP_011,OTC,Cancelled,,False
TRD-PGWI-88342636,2026-05-04 13:32:45,T009,Equities,HDFCBANK,2009,1488.0776,2989547.9,CP_014,NDS-OM,Cancelled,,False
TRD-AGFK-24068695,2026-05-05 10:08:20,T021,Credit,RELIANCE_BOND,2300,1020.5654,2347300.42,CP_003,NDS-OM,Settled,,False
TRD-FDED-33497165,2026-05-05 11:18:27,T001,Commodities,MCX_SILVER,1452,79681.8564,115698055.49,CP_020,MCX,Settled,,False
TRD-VCBU-84626048,2026-05-05 12:18:02,T009,Commodities,MCX_GOLD,350,63932.6155,22376415.43,CP_008,OTC,Settled,,False
TRD-GOZN-48606840,2026-05-05 13:05:32,T030,Rates,IN10Y,214,100.1376,21429.45,CP_007,BSE,Settled,,False
TRD-PMRO-91157553,2026-05-05 14:17:09,T007,Equities,HDFCBANK,1492,1612.4218,2405733.33,CP_011,NSE,Settled,,False
TRD-CEMS-43020098,2026-05-05 15:47:20,T020,FX,USD/INR,1202,84.4333,101488.83,CP_009,NSE,Settled,,False
TRD-EIGV-31713664,2026-05-06 11:06:10,T015,Commodities,MCX_GOLD,1052,71347.5968,75057671.83,CP_015,MCX,Settled,,False
TRD-FYEL-10363312,2026-05-06 11:43:24,T006,Equities,ICICIBANK,466,979.9835,456672.31,CP_005,MCX,Settled,,False
TRD-DAWN-12505081,2026-05-06 13:02:03,T018,FX,EUR/INR,309,89.8304,27757.59,CP_010,MSEI,Pending,,False
TRD-RFQV-48919668,2026-05-06 15:17:00,T019,Rates,IN10Y,466,101.6807,47383.21,CP_002,OTC,Settled,,False
TRD-MMFS-16983594,2026-05-06 15:34:32,T030,Commodities,MCX_COPPER,1066,809.1499,862553.79,CP_014,OTC,Settled,,False
TRD-RZTT-03870299,2026-05-06 16:01:00,T018,Commodities,MCX_COPPER,1522,753.2292,1146414.84,CP_018,NDS-OM,Settled,,False
TRD-QQIV-00234485,2026-05-06 16:18:16,T030,Equities,RELIANCE,1027,15374.0289,15789127.68,CP_014,NDS-OM,Settled,price_outlier,True
TRD-YQHQ-34076793,2026-05-07 10:59:54,T006,Credit,SBI_BOND,497,1007.88,500916.36,CP_015,NDS-OM,Settled,,False
TRD-IVIF-65057606,2026-05-07 11:27:11,T024,Credit,RELIANCE_BOND,1980,1019.5167,2018643.07,CP_017,MSEI,Settled,,False
TRD-FVUK-19716796,2026-05-07 13:35:55,T001,Commodities,MCX_COPPER,411,689.1072,283223.06,CP_004,MSEI,Settled,,False
TRD-QNYO-16028094,2026-05-07 16:46:44,T015,Credit,SBI_BOND,1011,1002.9801,1014012.88,CP_011,NSE,Settled,,False
TRD-OHNI-85212639,2026-05-08 10:19:50,T013,FX,JPY/INR,385,0.5441,209.48,CP_016,NDS-OM,Settled,,False
TRD-WFJZ-43794868,2026-05-08 10:24:32,T015,Rates,IN91D,275,99.328,27315.2,CP_018,MCX,Settled,,False
TRD-EJIO-78505925,2026-05-08 10:40:58,T010,Commodities,MCX_CRUDE,2031,5982.419,12150292.99,CP_012,OTC,Settled,,False
TRD-YIKY-24085386,2026-05-08 12:17:35,T005,Credit,SBI_BOND,1549,1007.3001,1560307.85,CP_010,NDS-OM,Settled,,False
TRD-NCQQ-33214650,2026-05-08 13:54:09,T005,Commodities,MCX_GOLD,697,66869.964,46608364.91,CP_018,MCX,Settled,,False
TRD-QVLK-97138525,2026-05-08 14:29:16,T007,Credit,HDFC_BOND,4384,7448.3801,32653698.36,CP_015,MCX,Settled,price_outlier,True
TRD-GPEC-93480388,2026-05-08 15:41:59,T029,FX,EUR/INR,708,90.5659,64120.66,CP_016,NDS-OM,Settled,,False
TRD-EZHM-80197420,2026-05-08 16:40:15,T009,Equities,INFY,540,1471.8686,794809.04,CP_015,NSE,Settled,,False
TRD-NSNU-87027596,2026-05-09 09:11:59,T028,FX,GBP/INR,1358,105.7275,143577.95,CP_011,NSE,Cancelled,,False
TRD-ADBV-09692303,2026-05-09 15:55:30,T002,Commodities,MCX_GOLD,224,66593.579,14916961.7,CP_013,MCX,Settled,,False
TRD-LWFA-69062234,2026-05-09 16:00:46,T005,Credit,SBI_BOND,335,995.7188,333565.8,CP_014,MSEI,Cancelled,,False
TRD-NAXU-96530077,2026-05-09 16:18:34,T001,Credit,RELIANCE_BOND,602,1014.002,610429.2,CP_004,NDS-OM,Settled,,False
TRD-EGKE-56896752,2026-05-10 11:38:20,T030,Commodities,MCX_GOLD,623,72979.1422,45466005.59,CP_020,BSE,Settled,,False
TRD-LAKB-50584114,2026-05-10 14:42:18,T010,FX,USD/INR,829,84.4398,70000.59,CP_015,OTC,Settled,,False
TRD-YDEC-29243078,2026-05-10 15:05:14,T027,Commodities,MCX_GOLD,308,71061.2046,21886851.02,CP_004,NDS-OM,Pending,,False
TRD-XJWM-02663973,2026-05-10 16:03:35,T008,Equities,TCS,721,3627.8724,2615696.0,CP_004,NDS-OM,Settled,,False
TRD-EHGX-59965679,2026-05-10 16:15:13,T019,FX,JPY/INR,918,0.5397,495.44,CP_012,NSE,Settled,,False
TRD-WOBV-31465535,2026-05-10 16:46:33,T020,Rates,IN91D,920,100.0506,92046.55,,MCX,Settled,missing_field,True
TRD-UEJQ-29131466,2026-05-11 01:31:38,T015,FX,EUR/INR,581,92.3919,53679.69,CP_006,NDS-OM,Settled,off_hours,True
TRD-RKAI-38350683,2026-05-11 10:33:36,T001,Equities,TCS,553,3594.5378,1987779.4,CP_020,MSEI,Settled,,False
TRD-UJKQ-91194322,2026-05-11 11:45:13,T003,Credit,RELIANCE_BOND,661,1002.2617,662494.98,CP_014,NDS-OM,Settled,,False
TRD-CUYV-01555960,2026-05-11 12:49:18,T003,FX,USD/INR,82,83.1085,6814.9,CP_008,NSE,Settled,,False
TRD-KYIP-25714404,2026-05-11 14:25:29,T019,Credit,SBI_BOND,387,1003.7827,388463.9,CP_008,MSEI,Settled,,False
TRD-IJJH-03456695,2026-05-12 12:20:24,T009,Credit,RELIANCE_BOND,1297,1007.0255,1306112.07,CP_013,MCX,Settled,,False
TRD-UQKZ-02965780,2026-05-12 16:35:33,T012,Commodities,MCX_CRUDE,1310,5515.635,7225481.85,CP_014,MSEI,Settled,,False
TRD-HQQB-00929606,2026-05-13 09:54:54,T022,Commodities,MCX_CRUDE,314,7023.7709,2205464.06,CP_010,BSE,Settled,,False
TRD-BPHC-06982088,2026-05-13 11:10:42,T020,Equities,ICICIBANK,166,977.2743,162227.53,CP_020,MCX,Settled,,False
TRD-FDGY-52165445,2026-05-13 11:51:36,T010,FX,EUR/INR,332,91.3016,30312.13,CP_003,BSE,Settled,,False
TRD-AHOB-91130440,2026-05-13 14:13:29,T011,Rates,MIBOR,1392,6.7425,9385.56,CP_011,NDS-OM,Settled,,False
TRD-TTXA-22821920,2026-05-13 14:22:46,T027,Commodities,MCX_SILVER,255,81533.2434,20790977.07,CP_005,BSE,Settled,,False
TRD-XXSV-01708251,2026-05-14 09:20:59,T010,FX,EUR/INR,2167,90.4639,196035.27,CP_017,NDS-OM,Cancelled,,False
TRD-JADZ-94638282,2026-05-14 10:08:48,T026,Commodities,MCX_CRUDE,274,5611.7047,1537607.09,CP_014,NSE,Cancelled,,False
TRD-MEVW-47545444,2026-05-15 10:46:00,T002,Rates,IN91D,288,99.277,28591.78,CP_013,NDS-OM,Settled,,False
TRD-NEKX-42701596,2026-05-15 11:26:56,T027,Commodities,MCX_GOLD,322,66904.6941,21543311.5,CP_006,NSE,Cancelled,,False
TRD-KYMR-23027355,2026-05-15 14:38:24,T020,Credit,RELIANCE_BOND,345,1008.5665,347955.44,CP_013,OTC,Settled,,False
TRD-ALCI-40855206,2026-05-15 14:57:28,T020,Equities,INFY,482,1562.38,753067.16,CP_009,MSEI,Settled,minor_deviation,True
TRD-YPUZ-56303045,2026-05-15 15:38:08,T019,Commodities,MCX_COPPER,1265,749.7715,948460.95,CP_013,NDS-OM,Settled,,False
TRD-BSNQ-56890164,2026-05-15 15:47:07,T004,Rates,IN91D,823,99.9798,82283.38,CP_002,NSE,Settled,minor_deviation,True
TRD-KIDZ-11408544,2026-05-15 15:52:48,T018,Credit,HDFC_BOND,441,1006.704,443956.46,CP_002,NDS-OM,Settled,,False
TRD-CPED-46003806,2026-05-16 09:48:46,T015,Commodities,MCX_CRUDE,386,6353.7315,2452540.36,CP_018,BSE,Cancelled,,False
TRD-PEQF-53676111,2026-05-16 10:26:09,T005,FX,JPY/INR,3000,0.5608,1682.4,CP_019,OTC,Settled,volume_spike,True
TRD-YUXI-37605360,2026-05-16 12:51:51,T022,Rates,MIBOR,117,7.5187,879.69,CP_013,MCX,Settled,,False
TRD-DWBF-08438383,2026-05-16 13:59:50,T026,FX,JPY/INR,563,0.5663,318.83,CP_015,MCX,Settled,,False
TRD-TUUR-14863038,2026-05-16 16:06:18,T014,Rates,IN10Y,720,102.2023,73585.66,CP_003,NSE,Settled,,False
TRD-UXID-39657872,2026-05-17 09:37:32,,Equities,TCS,1490,3957.9772,5897386.03,CP_004,MCX,Settled,missing_field,True
TRD-TAKU-09816276,2026-05-17 10:35:18,T027,FX,JPY/INR,436,0.531,231.52,CP_020,MCX,Settled,,False
TRD-CDTU-62431686,2026-05-17 14:27:52,T027,Rates,MIBOR,832,6.9494,5781.9,CP_020,BSE,Settled,,False
TRD-JWJG-50650461,2026-05-17 14:28:00,T009,Equities,RELIANCE,993,2396.4535,2379678.33,CP_007,BSE,Settled,,False
TRD-MYHL-69885252,2026-05-17 16:50:21,T029,Rates,IN2Y,1014,99.6769,101072.38,CP_002,NSE,Settled,,False
TRD-AQQJ-56848690,2026-05-18 09:23:12,T010,Commodities,MCX_COPPER,1013,681.5394,690399.41,CP_019,MCX,Settled,,False
TRD-TDLU-46077373,2026-05-18 10:04:19,T013,Commodities,MCX_SILVER,729,78284.3078,57069260.39,CP_016,OTC,Settled,,False
TRD-EFLR-40554172,2026-05-18 11:54:38,T022,Equities,RELIANCE,636,2991.7779,1902770.74,CP_015,NSE,Settled,,False
TRD-VQEQ-92496915,2026-05-18 14:28:02,T024,Equities,HDFCBANK,831,1540.6079,1280245.16,CP_012,OTC,Cancelled,,False
TRD-QXNV-05858465,2026-05-18 16:36:03,T018,Commodities,MCX_COPPER,342,706.1194,241492.83,CP_015,MSEI,Settled,,False
TRD-FKMX-60460309,2026-05-19 09:22:34,T011,Rates,IN2Y,888,101.0345,89718.64,CP_006,MSEI,Settled,,False
TRD-YUBE-02780042,2026-05-19 09:59:26,T001,Equities,TCS,2336,3932.0293,9185220.44,CP_008,OTC,Settled,,False
TRD-DUCD-93598626,2026-05-19 10:56:08,T009,Commodities,MCX_CRUDE,871,6339.4525,5521663.13,CP_004,NSE,Settled,,False
TRD-LXLS-30607892,2026-05-19 11:02:18,T030,Rates,IN2Y,694,100.3077,69613.54,CP_016,MSEI,Settled,,False
TRD-OMLY-39817580,2026-05-19 12:13:57,T028,FX,USD/INR,673,84.2991,56733.29,CP_019,NDS-OM,Settled,,False
TRD-XZOW-20522412,2026-05-19 13:07:51,T012,FX,GBP/INR,530,107.6475,57053.17,CP_014,NDS-OM,Settled,,False
TRD-CRSN-42804459,2026-05-19 13:43:34,T006,FX,JPY/INR,2906,0.5582,1622.13,CP_003,NDS-OM,Pending,,False
TRD-LLYX-08395034,2026-05-19 14:32:37,T004,Credit,HDFC_BOND,698,1007.5733,703286.16,CP_015,OTC,Settled,,False
TRD-BGSD-93816876,2026-05-19 14:42:06,T028,Credit,HDFC_BOND,317,1015.5341,321924.31,CP_006,MCX,Settled,,False
TRD-CFXD-33326611,2026-05-19 15:17:11,T001,Rates,IN91D,1399,99.7902,139606.49,CP_011,OTC,Settled,,False
TRD-QIYR-41288235,2026-05-19 16:32:23,T002,FX,JPY/INR,1138,0.5355,609.4,CP_016,OTC,Settled,,False
TRD-ERLV-05900157,2026-05-19 16:39:38,T002,Credit,SBI_BOND,430,1013.9691,436006.71,CP_010,MSEI,Settled,,False
TRD-WYOM-06991727,2026-05-20 10:22:15,T024,FX,GBP/INR,144,106.6265,15354.22,CP_004,OTC,Settled,,False
TRD-HWWY-27658070,2026-05-20 11:11:15,T019,Credit,HDFC_BOND,1278,1016.1884,1298688.78,CP_011,MSEI,Settled,,False
TRD-XEMX-32843302,2026-05-20 13:37:18,T015,Rates,IN91D,339,99.9234,33874.03,CP_004,NDS-OM,Settled,duplicate_id,True
TRD-XEMX-32843302,2026-05-20 13:38:04,T015,Rates,IN91D,372,99.9234,37171.5,CP_004,NDS-OM,Settled,duplicate_id,True
TRD-RBDQ-66492546,2026-05-20 13:38:13,T023,Equities,INFY,483,1556.8198,751943.96,CP_011,BSE,Settled,,False
TRD-HXLV-02055819,2026-05-20 14:20:57,T018,Equities,INFY,872,1443.4685,1258704.53,CP_003,BSE,Settled,,False
TRD-TXHW-72789139,2026-05-21 09:19:50,T015,Equities,RELIANCE,358,2320.2806,830660.45,CP_002,OTC,Settled,,False
TRD-MLRR-40050053,2026-05-21 12:47:07,T024,FX,EUR/INR,1221,91.3853,111581.45,CP_016,BSE,Settled,,False
TRD-SCZG-93581017,2026-05-21 14:03:01,T005,Rates,IN2Y,1280,99.553,127427.84,CP_019,MSEI,Pending,,False
TRD-HJZM-00134965,2026-05-21 14:33:57,T010,Rates,IN2Y,2189,99.335,217444.31,CP_003,MCX,Settled,,False
TRD-DDZB-31630215,2026-05-22 09:57:05,T001,Credit,HDFC_BOND,470,1008.882,474174.54,CP_009,BSE,Settled,,False
TRD-VUNG-23102748,2026-05-22 10:10:27,T009,Credit,SBI_BOND,1438,999.585,1437403.23,CP_014,MCX,Settled,,False
TRD-TKBZ-35936526,2026-05-22 11:25:39,T024,Commodities,MCX_CRUDE,346,5826.8913,2016104.39,CP_010,OTC,Settled,,False
TRD-HVDV-08632915,2026-05-22 11:31:44,T016,Credit,HDFC_BOND,842,1019.6183,858518.61,CP_012,OTC,Settled,,False
TRD-UEXZ-92710135,2026-05-22 11:39:08,T026,Rates,MIBOR,752,6.7479,5074.42,CP_007,BSE,Settled,,False
TRD-DFHE-96987991,2026-05-22 14:10:23,T012,Credit,RELIANCE_BOND,1422,1003.7369,1427313.87,CP_007,MSEI,Settled,,False
TRD-ENJU-12490549,2026-05-22 14:46:45,T008,Commodities,MCX_SILVER,1582,607623.5676,961260483.94,CP_018,MSEI,Settled,price_outlier,True
TRD-HFLK-94821234,2026-05-23 09:05:02,T021,Commodities,MCX_GOLD,2112,67687.174,142955311.49,CP_019,MCX,Settled,,False
TRD-CUBA-24277166,2026-05-23 12:00:04,T023,Commodities,MCX_SILVER,792,84574.1848,66982754.36,CP_002,BSE,Settled,,False
TRD-XDVJ-23546666,2026-05-23 13:02:06,T020,Rates,IN2Y,765,101.2402,77448.75,CP_014,MCX,Settled,,False
TRD-IRSG-63937011,2026-05-23 14:00:31,T005,Commodities,MCX_GOLD,294,69547.6486,20447008.69,CP_007,NDS-OM,Cancelled,,False
TRD-YBXC-88366177,2026-05-23 14:44:26,T014,Rates,MIBOR,520,7.2938,3792.78,CP_005,MCX,Settled,,False
TRD-NRIH-70453222,2026-05-23 15:52:13,T016,Credit,SBI_BOND,589,1012.2357,596206.83,CP_009,MCX,Settled,,False
TRD-OOYW-29759471,2026-05-23 16:24:00,,Credit,HDFC_BOND,268,1006.972,269868.5,CP_018,BSE,Settled,missing_field,True
TRD-DPQQ-14244350,2026-05-24 09:05:22,T018,Credit,SBI_BOND,917,1012.5353,928494.87,CP_003,OTC,Settled,,False
TRD-VULT-73247156,2026-05-24 09:45:08,T017,Credit,RELIANCE_BOND,1314,1013.837,1332181.82,CP_007,OTC,Settled,,False
TRD-OJTO-11887393,2026-05-24 10:58:36,T004,Commodities,MCX_CRUDE,736,5903.2855,4344818.13,CP_002,OTC,Pending,,False
TRD-RYIU-97992116,2026-05-24 14:37:31,T025,Equities,HDFCBANK,2431,1441.0657,3503230.72,CP_007,MSEI,Pending,,False
TRD-JGEI-58377364,2026-05-24 15:10:52,T007,Credit,RELIANCE_BOND,209,1023.8652,213987.83,CP_020,BSE,Settled,,False
TRD-LURO-90267308,2026-05-25 09:13:53,T014,Credit,HDFC_BOND,357,1010.1641,360628.58,CP_013,OTC,Pending,,False
TRD-VCIS-85219145,2026-05-25 09:18:38,T010,Rates,MIBOR,888,7.3176,6498.03,CP_012,NSE,Settled,,False
TRD-EBWO-67984764,2026-05-25 09:42:07,T015,Rates,IN2Y,2358,99.319,234194.2,CP_010,BSE,Settled,,False
TRD-YERA-61156978,2026-05-25 11:04:38,T003,Commodities,MCX_GOLD,1603,62826.2586,100710492.54,CP_008,NDS-OM,Settled,,False
TRD-YHWL-17982511,2026-05-25 12:10:29,T013,FX,EUR/INR,472,91.1415,43018.79,CP_009,MSEI,Settled,,False
TRD-GICB-74696395,2026-05-25 15:46:21,T026,FX,USD/INR,226,84.1575,19019.6,CP_004,BSE,Settled,,False
TRD-WFHE-77678924,2026-05-26 10:41:55,T028,Rates,IN91D,1086,99.343,107886.5,CP_003,OTC,Settled,,False
TRD-EWVS-07820353,2026-05-26 12:08:30,T022,FX,EUR/INR,1117,90.7923,101415.0,CP_004,OTC,Pending,,False
TRD-QACD-17790654,2026-05-27 11:21:35,T014,Equities,ICICIBANK,417,950.9264,396536.31,CP_015,BSE,Settled,,False
TRD-FKVW-20638379,2026-05-28 11:56:41,T010,Credit,SBI_BOND,629,998.1231,627819.43,CP_006,MCX,Settled,,False
TRD-RPQR-63806849,2026-05-28 13:29:03,T004,Credit,HDFC_BOND,225,1006.1996,226394.91,CP_006,NSE,Settled,minor_deviation,True
TRD-FKJW-03976845,2026-05-28 15:37:25,T017,FX,EUR/INR,1559,90.5696,141198.01,CP_003,NDS-OM,Settled,,False
TRD-LLLD-30348036,2026-05-28 16:17:14,T003,Rates,IN91D,351,99.5557,34944.05,CP_007,BSE,Settled,,False
TRD-VFJC-29887546,2026-05-29 09:05:41,T014,Credit,RELIANCE_BOND,448,997.7087,446973.5,CP_005,NDS-OM,Settled,,False
TRD-CMOE-41421688,2026-05-29 09:25:17,T007,Rates,IN91D,611,99.6339,60876.31,CP_004,NDS-OM,Settled,,False
TRD-SHHP-58583800,2026-05-29 09:39:05,T014,Commodities,MCX_SILVER,1709,75353.7525,128779563.02,CP_019,OTC,Settled,,False
TRD-WAIB-93148033,2026-05-29 09:43:00,T021,Rates,IN2Y,805,99.6676,80232.42,CP_008,,Settled,missing_field,True
TRD-HXEB-66416733,2026-05-29 10:31:12,T020,Rates,IN10Y,916,100.5299,92085.39,CP_007,MCX,Settled,minor_deviation,True
TRD-UDDO-80408730,2026-05-29 10:55:40,T010,Rates,IN2Y,293,100.7106,29508.21,CP_017,OTC,Settled,,False
TRD-JIGN-44753616,2026-05-29 11:24:12,T030,Equities,HDFCBANK,848,1642.8083,1393101.44,CP_020,OTC,Settled,,False
TRD-ZRER-67645817,2026-05-29 13:53:10,T009,Commodities,MCX_CRUDE,857,5765.943,4941413.15,CP_016,MCX,Settled,,False
TRD-BHWT-42627541,2026-05-29 14:47:30,T023,Credit,SBI_BOND,765,1001.7599,766346.32,CP_013,NDS-OM,Cancelled,,False
TRD-EIEL-24342043,2026-05-29 14:58:39,T008,Credit,SBI_BOND,370,1003.392,371255.04,CP_003,MSEI,Settled,,False
TRD-CNDX-90743504,2026-05-30 10:36:43,T018,Rates,IN91D,402,99.8183,40126.96,CP_013,NDS-OM,Settled,,False
TRD-ZNSF-61318424,2026-05-30 12:28:19,T015,Commodities,MCX_CRUDE,163,6309.2857,1028413.57,CP_009,NSE,Settled,,False
TRD-GDOQ-40922806,2026-05-30 14:09:28,T003,Commodities,MCX_CRUDE,519,6250.6019,3244062.39,CP_016,NDS-OM,Settled,,False
TRD-YVSK-43574746,2026-05-30 15:31:30,T007,Equities,TCS,1353,3983.2057,5389277.31,CP_013,NSE,Settled,,False
TRD-YMSO-40603224,2026-05-31 12:17:10,T026,Credit,RELIANCE_BOND,472,999.8366,471922.88,CP_004,NDS-OM,Settled,,False
TRD-SHFJ-55195638,2026-05-31 12:47:35,T018,Rates,IN2Y,1072,100.2856,107506.16,CP_009,MSEI,Settled,,False
TRD-SLXR-58419756,2026-05-31 13:11:31,T002,Credit,RELIANCE_BOND,462,1015.7683,469284.95,CP_003,NSE,Settled,,False
TRD-LYZU-29333948,2026-05-31 14:50:27,T004,FX,JPY/INR,267,0.5564,148.56,CP_001,NSE,Settled,,False
TRD-VWIZ-07899499,2026-05-31 15:18:41,T002,Commodities,MCX_SILVER,174,71182.0269,12385672.68,CP_008,NDS-OM,Settled,,False
TRD-MCUX-36938115,2026-06-01 09:08:32,T019,Equities,HDFCBANK,759,1512.6749,1148120.25,CP_011,NSE,Settled,,False
TRD-LAYE-13946519,2026-06-02 11:31:18,T005,Commodities,MCX_SILVER,586,76073.5146,44579079.56,CP_006,MCX,Settled,,False
TRD-TKHZ-72171435,2026-06-02 13:14:52,T030,FX,EUR/INR,423,91.6932,38786.22,CP_019,MCX,Settled,,False
TRD-VJRM-01875220,2026-06-03 09:55:49,T025,Credit,RELIANCE_BOND,875,7052.3596,6170814.65,CP_001,NDS-OM,Pending,price_outlier,True
TRD-SFGR-73716975,2026-06-03 10:34:03,T030,Credit,HDFC_BOND,89,992.407,88324.22,CP_003,NDS-OM,Settled,,False
TRD-BOGQ-55845156,2026-06-03 11:27:11,T009,Commodities,MCX_COPPER,328,755.9775,247960.62,CP_015,BSE,Settled,,False
TRD-IRPQ-56720583,2026-06-03 11:43:49,T018,Commodities,MCX_SILVER,768,77468.0813,59495486.44,CP_001,MSEI,Settled,,False
TRD-DMSI-11958881,2026-06-03 16:56:24,T012,Equities,HDFCBANK,1848,1617.43,2989010.64,CP_018,NDS-OM,Settled,,False
TRD-WFEU-27743464,2026-06-04 10:49:32,T003,Credit,SBI_BOND,1215,1007.6363,1224278.1,CP_004,MCX,Settled,minor_deviation,True
TRD-JZPE-60503730,2026-06-04 11:24:29,T012,Equities,ICICIBANK,550,952.8787,524083.28,CP_018,NDS-OM,Settled,,False
TRD-YUHB-54365050,2026-06-04 12:06:01,T007,Commodities,MCX_COPPER,1769,819.7108,1450068.41,CP_006,MSEI,Settled,,False
TRD-WHMB-57551921,2026-06-04 14:24:48,T024,Credit,RELIANCE_BOND,759,998.5069,757866.74,CP_005,MSEI,Settled,,False
TRD-LLFT-35012794,2026-06-04 15:02:01,T003,Commodities,MCX_GOLD,858,64027.9288,54935962.91,CP_007,BSE,Settled,,False
TRD-GUIQ-40351237,2026-06-04 16:23:25,T015,Commodities,MCX_SILVER,770,76937.8294,59242128.64,CP_019,MSEI,Settled,,False
TRD-KSAZ-30990671,2026-06-05 09:03:37,T016,FX,GBP/INR,199,107.884,21468.92,CP_017,OTC,Settled,,False
TRD-AITP-25800553,2026-06-05 11:31:50,T025,Equities,ICICIBANK,1918,1114.9362,2138447.63,CP_003,BSE,Settled,duplicate_id,True
TRD-AITP-25800553,2026-06-05 11:35:39,T025,Equities,ICICIBANK,2109,1114.9362,2351400.45,CP_003,BSE,Settled,duplicate_id,True
TRD-SRDA-62154047,2026-06-05 12:00:00,T022,Credit,HDFC_BOND,202,1019.4356,205925.99,CP_003,NSE,Settled,minor_deviation,True
TRD-PGGX-58797116,2026-06-06 09:45:08,T023,Equities,RELIANCE,1447,2910.8846,4212050.02,CP_001,BSE,Settled,,False
TRD-SHIE-79452201,2026-06-06 13:57:58,T028,Rates,MIBOR,633,6.6403,4203.31,CP_002,NSE,Settled,,False
TRD-SSJE-38789348,2026-06-06 14:56:49,T020,FX,USD/INR,522,82.7224,43181.09,CP_005,OTC,Settled,,False
TRD-DBEV-29986995,2026-06-06 15:04:56,T015,Commodities,MCX_GOLD,456,70468.465,32133620.04,CP_010,MCX,Settled,,False
TRD-HHLD-89743413,2026-06-06 16:27:52,T024,Commodities,MCX_COPPER,5071,713.8593,3619980.51,CP_019,MCX,Settled,,False
TRD-TFXO-12659819,2026-06-07 09:24:43,T014,Credit,HDFC_BOND,768,993.1979,762775.99,CP_006,MCX,Settled,,False
TRD-PWFA-69458150,2026-06-07 11:23:20,T007,FX,USD/INR,1837,83.1927,152824.99,CP_015,NSE,Settled,,False
TRD-YZMD-78096799,2026-06-07 11:33:48,T008,Rates,IN2Y,1061,591.8464,627949.03,CP_002,OTC,Settled,price_outlier,True
TRD-ENDT-20035454,2026-06-08 10:27:38,T027,FX,JPY/INR,276,0.5429,149.84,CP_006,OTC,Settled,,False
TRD-DQFR-77156015,2026-06-08 10:32:15,T009,FX,GBP/INR,1346,108.1484,145567.75,CP_016,BSE,Settled,,False
TRD-XRLR-72500679,2026-06-08 10:34:14,T021,Equities,HDFCBANK,307,1458.5729,447781.88,CP_005,MCX,Settled,,False
TRD-NWRC-43847226,2026-06-08 11:40:19,T020,Commodities,MCX_CRUDE,1342,5862.0391,7866856.47,CP_018,NSE,Settled,,False
TRD-DIXN-36873738,2026-06-08 11:51:39,T015,FX,GBP/INR,3071,108.2777,332520.82,CP_012,NSE,Settled,,False
TRD-OGMT-51062619,2026-06-08 12:59:34,T025,Commodities,MCX_COPPER,6140,723.6396,4443147.14,CP_007,MSEI,Settled,,False
TRD-QDLI-97375277,2026-06-08 13:35:59,T019,Equities,RELIANCE,714,2444.9865,1745720.36,CP_019,MSEI,Settled,,False
TRD-OHYR-91073888,2026-06-08 13:39:51,T021,Equities,HDFCBANK,2200,1628.2355,3582118.1,CP_017,NSE,Settled,,False
TRD-LBTQ-38609697,2026-06-09 09:09:10,T025,Commodities,MCX_GOLD,2303,66430.446,152989317.14,CP_020,NSE,Settled,,False
TRD-IQWT-27374023,2026-06-09 09:18:26,T013,Rates,MIBOR,1862,6.9447,12931.03,CP_003,MSEI,Pending,,False
TRD-LTTV-42975454,2026-06-09 10:19:35,T013,Credit,SBI_BOND,1974,996.67,1967426.58,CP_011,BSE,Settled,,False
TRD-TOAF-87485193,2026-06-09 12:42:37,T027,Commodities,MCX_CRUDE,560,7150.799,4004447.44,CP_006,NDS-OM,Settled,,False
